Var 1,"Total", 
"075",50,29,21,
"076",57,33,24,
"077",53,35,18,
"078",45,31,14,
"079",44,25,19,
"80-89",253,x,x,
"080",41,27,14,
"081",31,25,6,
"082",33,24,9,
"083",24,17,7,
"084",37,24,13,
"085",22,x,x,
"086",18,13,5,
"087",17,14,3,
"088",14,x,x,
"089",16,x,x,
"90-99",68,x,x,
"090",15,15,-,
"091",9,x,x,
"092",7,7,-,
"093",9,9,-,
"094",5,x,x,
"095",11,x,x,
"096",3,3,-,
"097",x,x,x,
"098",4,4,-,
"099",x,x,-,
"100-",6,6,-,
"100",x,x,-,
"101",x,x,-,
"102",-,-,-,
"103",-,-,-,
"104",x,x,-,
"105",-,-,-,
"106",-,-,-,
"107",-,-,-,
"108",-,-,-,
"109",-,-,-,

Var 1,"188014", 
,"Total","              1","              2"
"Total",x,x,x,
"0-9",91,24,67,
"000",x,x,x,
"001",6,x,x,
"002",17,-,17,
"003",6,x,x,
"004",8,x,x,
"005",x,x,x,
"006",10,4,6,
"007",11,5,6,
"008",14,5,9,
"009",9,x,x,
"10-19",x,x,x,
"010",14,8,6,
"011",7,x,x,
"012",13,5,8,
"013",10,3,7,
"014",15,5,10,
"015",14,7,7,
"016",8,5,3,
"017",x,x,x,
"018",11,3,8,
"019",11,5,6,
"20-29",87,42,45,
"020",9,x,x,
"021",10,3,7,
"022",6,x,x,
"023",13,7,6,
"024",x,x,x,
"025",15,6,9,
"026",12,5,7,
"027",x,x,x,
"028",8,5,3,
"029",6,3,3,
"30-39",105,41,64,
"030",6,x,x,
"031",14,4,10,
"032",8,4,4,
"033",11,5,6,
"034",17,4,13,
"035",10,x,x,
"036",10,4,6,
"037",5,x,x,
"038",14,9,5,
"039",10,5,5,
"40-49",x,x,x,
"040",12,7,5,
"041",14,5,9,
"042",12,5,7,
"043",19,6,13,
"044",12,7,5,
"045",18,8,10,
"046",x,x,x,
"047",14,4,10,
"048",12,4,8,
"049",17,10,7,
"50-59",x,x,x,
"050",12,4,8,
"051",19,10,9,
"052",14,7,7,
"053",x,x,x,
"054",15,8,7,
"055",16,7,9,
"056",20,3,17,
"057",28,14,14,
"058",18,5,13,
"059",10,4,6,
"60-69",147,92,55,
"060",17,7,10,
"061",12,7,5,
"062",11,7,4,
"063",21,12,9,
"064",18,13,5,
"065",15,10,5,
"066",16,9,7,
"067",8,x,x,
"068",19,15,4,
"069",10,x,x,
"70-79",101,71,30,
"070",20,15,5,
"071",11,8,3,
"072",16,12,4,
"073",9,5,4,
"074",9,6,3,
"075",8,4,4,
"076",x,x,x,
"077",x,x,x,
"078",5,5,-,
"079",8,x,x,
"80-89",46,x,x,
"080",6,x,x,
"081",7,x,x,
"082",5,5,-,
"083",4,-,4,
"084",x,x,x,
"085",5,x,x,
"086",3,3,-,
"087",x,x,x,
"088",x,x,-,
"089",x,x,-,
"90-99",x,x,x,
"090",5,5,-,
"091",x,x,-,
"092",x,x,-,
"093",x,x,x,
"094",-,-,-,
"095",-,-,-,
"096",x,x,-,
"097",-,-,-,
"098",-,-,-,
"099",x,x,-,
"100-",-,-,-,
"100",-,-,-,
"101",-,-,-,
"102",-,-,-,
"103",-,-,-,
"104",-,-,-,
"105",-,-,-,
"106",-,-,-,
"107",-,-,-,
"108",-,-,-,
"109",-,-,-,

Var 1,"188015", 
,"Total","              1","              2"
"Total",2888,1488,1400,
"0-9",318,85,233,
"000",17,x,x,
"001",30,x,x,
"002",35,5,30,
"003",33,6,27,
"004",39,9,30,
"005",26,9,17,
"006",35,11,24,
"007",35,13,22,
"008",35,14,21,
"009",33,14,19,
"10-19",351,186,165,
"010",41,16,25,
"011",31,15,16,
"012",36,21,15,
"013",45,18,27,
"014",44,22,22,
"015",37,26,11,
"016",37,21,16,
"017",32,17,15,
"018",20,9,11,
"019",28,21,7,
"20-29",290,166,124,
"020",39,22,17,
"021",35,26,9,
"022",38,24,14,
"023",31,17,14,
"024",28,16,12,
"025",34,16,18,
"026",23,13,10,
"027",21,14,7,
"028",23,9,14,
"029",18,9,9,
"30-39",326,127,199,
"030",22,10,12,
"031",34,10,24,
"032",25,11,14,
"033",34,12,22,
"034",25,11,14,
"035",40,16,24,
"036",33,13,20,
"037",44,22,22,
"038",33,13,20,
"039",36,9,27,
"40-49",355,179,176,
"040",29,9,20,
"041",33,19,14,
"042",36,19,17,
"043",24,11,13,
"044",36,17,19,
"045",42,23,19,
"046",43,14,29,
"047",43,31,12,
"048",23,12,11,
"049",46,24,22,
"50-59",408,203,205,
"050",43,14,29,
"051",39,23,16,
"052",40,17,23,
"053",27,14,13,
"054",41,17,24,
"055",41,21,20,
"056",40,15,25,
"057",37,18,19,
"058",48,28,20,
"059",52,36,16,
"60-69",371,223,148,
"060",36,18,18,
"061",38,27,11,
"062",46,27,19,
"063",41,25,16,
"064",39,24,15,
"065",33,17,16,
"066",35,18,17,
"067",36,24,12,
"068",32,20,12,
"069",35,23,12,
"70-79",250,160,90,
"070",41,30,11,
"071",38,26,12,
"072",24,14,10,
"073",31,18,13,
"074",24,18,6,
"075",15,7,8,
"076",19,13,6,
"077",13,6,7,
"078",23,12,11,
"079",22,16,6,
"80-89",149,x,x,
"080",20,11,9,
"081",19,14,5,
"082",19,11,8,
"083",19,11,8,
"084",14,8,6,
"085",12,x,x,
"086",14,8,6,
"087",12,x,x,
"088",11,x,x,
"089",9,9,-,
"90-99",64,x,x,
"090",8,8,-,
"091",10,x,x,
"092",15,x,x,
"093",8,8,-,
"094",5,5,-,
"095",4,4,-,
"096",6,x,x,
"097",3,3,-,
"098",x,x,x,
"099",x,x,-,
"100-",6,6,-,
"100",x,x,-,
"101",x,x,-,
"102",x,x,-,
"103",x,x,-,
"104",-,-,-,
"105",-,-,-,
"106",-,-,-,
"107",-,-,-,
"108",-,-,-,
"109",-,-,-,

Var 1,"188016", 
,"Total","              1","              2"
"Total",2561,1269,1292,
"0-9",267,57,210,
"000",x,x,x,
"001",24,-,24,
"002",34,3,31,
"003",30,x,x,
"004",30,x,x,
"005",x,x,x,
"006",33,5,28,
"007",22,9,13,
"008",33,11,22,
"009",25,x,x,
"10-19",x,x,x,
"010",45,16,29,
"011",36,x,x,
"012",25,17,8,
"013",41,22,19,
"014",30,17,13,
"015",26,13,13,
"016",28,17,11,
"017",x,x,x,
"018",31,21,10,
"019",23,18,5,
"20-29",254,156,98,
"020",22,14,8,
"021",27,19,8,
"022",30,19,11,
"023",19,14,5,
"024",28,18,10,
"025",25,17,8,
"026",27,15,12,
"027",27,13,14,
"028",27,13,14,
"029",22,14,8,
"30-39",290,116,174,
"030",21,x,x,
"031",24,9,15,
"032",31,8,23,
"033",28,13,15,
"034",26,11,15,
"035",26,x,x,
"036",49,18,31,
"037",20,x,x,
"038",36,13,23,
"039",29,17,12,
"40-49",355,160,195,
"040",33,13,20,
"041",31,12,19,
"042",31,13,18,
"043",38,15,23,
"044",23,9,14,
"045",42,20,22,
"046",38,22,16,
"047",38,17,21,
"048",32,17,15,
"049",49,22,27,
"50-59",394,178,216,
"050",41,19,22,
"051",41,22,19,
"052",34,20,14,
"053",37,17,20,
"054",43,21,22,
"055",42,18,24,
"056",37,16,21,
"057",46,14,32,
"058",37,16,21,
"059",36,15,21,
"60-69",346,196,150,
"060",36,17,19,
"061",44,23,21,
"062",30,16,14,
"063",37,15,22,
"064",27,13,14,
"065",46,29,17,
"066",32,18,14,
"067",29,22,7,
"068",34,20,14,
"069",31,23,8,
"70-79",224,150,74,
"070",32,23,9,
"071",28,22,6,
"072",24,18,6,
"073",28,19,9,
"074",21,12,9,
"075",25,19,6,
"076",20,10,10,
"077",21,13,8,
"078",13,6,7,
"079",12,8,4,
"80-89",93,63,30,
"080",12,7,5,
"081",18,13,5,
"082",4,x,x,
"083",15,x,x,
"084",15,x,x,
"085",7,x,x,
"086",7,4,3,
"087",4,x,x,
"088",7,x,x,
"089",4,x,x,
"90-99",x,x,x,
"090",5,5,-,
"091",x,x,x,
"092",x,x,x,
"093",-,-,-,
"094",x,x,x,
"095",5,5,-,
"096",4,4,-,
"097",x,x,-,
"098",x,x,-,
"099",x,x,-,
"100-",x,x,-,
"100",-,-,-,
"101",-,-,-,
"102",-,-,-,
"103",-,-,-,
"104",x,x,-,
"105",-,-,-,
"106",x,x,-,
"107",-,-,-,
"108",-,-,-,
"109",-,-,-,

Var 1,"188018", 
,"Total","              1","              2"
"Total",2261,1139,1122,
"0-9",327,82,245,
"000",20,x,x,
"001",27,x,x,
"002",35,3,32,
"003",32,5,27,
"004",38,x,x,
"005",26,8,18,
"006",44,12,32,
"007",26,8,18,
"008",31,11,20,
"009",48,23,25,
"10-19",307,178,129,
"010",34,18,16,
"011",43,25,18,
"012",28,17,11,
"013",31,18,13,
"014",25,9,16,
"015",36,19,17,
"016",30,18,12,
"017",31,19,12,
"018",24,17,7,
"019",25,18,7,
"20-29",251,125,126,
"020",26,x,x,
"021",22,15,7,
"022",25,x,x,
"023",26,12,14,
"024",x,x,x,
"025",26,9,17,
"026",29,12,17,
"027",x,x,x,
"028",31,14,17,
"029",18,8,10,
"30-39",308,120,188,
"030",30,12,18,
"031",27,5,22,
"032",26,9,17,
"033",20,9,11,
"034",35,13,22,
"035",35,9,26,
"036",29,17,12,
"037",32,13,19,
"038",38,18,20,
"039",36,15,21,
"40-49",x,x,x,
"040",38,17,21,
"041",24,12,12,
"042",41,27,14,
"043",38,21,17,
"044",42,26,16,
"045",40,24,16,
"046",x,x,x,
"047",31,22,9,
"048",32,16,16,
"049",37,23,14,
"50-59",306,163,143,
"050",37,19,18,
"051",28,11,17,
"052",32,20,12,
"053",34,19,15,
"054",24,13,11,
"055",31,13,18,
"056",41,26,15,
"057",28,14,14,
"058",29,14,15,
"059",22,14,8,
"60-69",238,148,90,
"060",25,9,16,
"061",34,16,18,
"062",20,13,7,
"063",21,15,6,
"064",29,17,12,
"065",18,11,7,
"066",27,22,5,
"067",24,19,5,
"068",21,11,10,
"069",19,15,4,
"70-79",110,75,35,
"070",12,7,5,
"071",17,11,6,
"072",12,x,x,
"073",18,12,6,
"074",9,6,3,
"075",9,x,x,
"076",x,x,x,
"077",x,x,x,
"078",8,x,x,
"079",7,x,x,
"80-89",46,x,x,
"080",5,x,x,
"081",6,x,x,
"082",9,5,4,
"083",x,x,-,
"084",4,x,x,
"085",5,x,x,
"086",4,4,-,
"087",x,x,x,
"088",x,x,x,
"089",4,4,-,
"90-99",x,x,-,
"090",3,3,-,
"091",3,3,-,
"092",x,x,-,
"093",-,-,-,
"094",-,-,-,
"095",x,x,-,
"096",-,-,-,
"097",-,-,-,
"098",-,-,-,
"099",-,-,-,
"100-",-,-,-,
"100",-,-,-,
"101",-,-,-,
"102",-,-,-,
"103",-,-,-,
"104",-,-,-,
"105",-,-,-,
"106",-,-,-,
"107",-,-,-,
"108",-,-,-,
"109",-,-,-,

Var 1,"188027", 
,"Total","              1","              2"
"Total",3426,1674,1752,
"0-9",459,137,322,
"000",22,x,x,
"001",61,11,50,
"002",47,5,42,
"003",47,10,37,
"004",50,x,x,
"005",54,20,34,
"006",52,21,31,
"007",34,13,21,
"008",47,19,28,
"009",45,21,24,
"10-19",393,216,177,
"010",48,26,22,
"011",45,24,21,
"012",37,22,15,
"013",40,24,16,
"014",34,18,16,
"015",43,21,22,
"016",32,19,13,
"017",42,22,20,
"018",36,23,13,
"019",36,17,19,
"20-29",354,151,203,
"020",31,19,12,
"021",43,25,18,
"022",37,24,13,
"023",34,17,17,
"024",26,9,17,
"025",37,12,25,
"026",39,13,26,
"027",34,11,23,
"028",32,11,21,
"029",41,10,31,
"30-39",457,198,259,
"030",47,10,37,
"031",39,14,25,
"032",40,16,24,
"033",54,24,30,
"034",48,18,30,
"035",50,20,30,
"036",33,17,16,
"037",52,28,24,
"038",37,21,16,
"039",57,30,27,
"40-49",463,223,240,
"040",49,29,20,
"041",65,34,31,
"042",46,23,23,
"043",59,19,40,
"044",43,22,21,
"045",33,15,18,
"046",42,17,25,
"047",45,23,22,
"048",33,17,16,
"049",48,24,24,
"50-59",478,213,265,
"050",41,21,20,
"051",48,21,27,
"052",58,25,33,
"053",42,17,25,
"054",42,24,18,
"055",44,19,25,
"056",48,23,25,
"057",55,22,33,
"058",47,16,31,
"059",53,25,28,
"60-69",424,240,184,
"060",47,21,26,
"061",48,23,25,
"062",57,29,28,
"063",38,22,16,
"064",53,29,24,
"065",36,20,16,
"066",36,19,17,
"067",39,29,10,
"068",36,25,11,
"069",34,23,11,
"70-79",242,176,66,
"070",29,19,10,
"071",54,37,17,
"072",31,x,x,
"073",23,15,8,
"074",25,17,8,
"075",20,x,x,
"076",12,x,x,
"077",17,14,3,
"078",17,13,4,
"079",14,11,3,
"80-89",116,83,33,
"080",9,x,x,
"081",18,14,4,
"082",10,10,-,
"083",14,9,5,
"084",15,8,7,
"085",10,x,x,
"086",9,6,3,
"087",16,12,4,
"088",4,4,-,
"089",11,x,x,
"90-99",x,x,3,
"090",x,x,x,
"091",x,x,x,
"092",5,5,-,
"093",8,x,x,
"094",3,3,-,
"095",4,4,-,
"096",x,x,-,
"097",x,x,-,
"098",x,x,-,
"099",x,x,-,
"100-",x,x,-,
"100",-,-,-,
"101",-,-,-,
"102",x,x,-,
"103",-,-,-,
"104",-,-,-,
"105",-,-,-,
"106",-,-,-,
"107",-,-,-,
"108",-,-,-,
"109",-,-,-,

Var 1,"188030", 
,"Total","              1","              2"
"Total",20231,10024,10207,
"0-9",3004,780,2224,
"000",150,11,139,
"001",313,27,286,
"002",291,38,253,
"003",293,46,247,
"004",326,79,247,
"005",303,88,215,
"006",354,96,258,
"007",331,121,210,
"008",308,126,182,
"009",335,148,187,
"10-19",3046,1476,1570,
"010",281,121,160,
"011",282,162,120,
"012",373,198,175,
"013",286,130,156,
"014",298,137,161,
"015",335,163,172,
"016",297,142,155,
"017",310,155,155,
"018",288,140,148,
"019",296,128,168,
"20-29",2963,1580,1383,
"020",298,150,148,
"021",318,169,149,
"022",313,172,141,
"023",312,162,150,
"024",286,155,131,
"025",321,175,146,
"026",293,163,130,
"027",276,137,139,
"028",269,148,121,
"029",277,149,128,
"30-39",2713,1346,1367,
"030",303,164,139,
"031",262,134,128,
"032",262,135,127,
"033",239,108,131,
"034",260,108,152,
"035",272,138,134,
"036",259,137,122,
"037",262,134,128,
"038",312,150,162,
"039",282,138,144,
"40-49",2487,1288,1199,
"040",253,127,126,
"041",253,130,123,
"042",274,140,134,
"043",256,126,130,
"044",253,118,135,
"045",254,128,126,
"046",221,116,105,
"047",236,135,101,
"048",262,148,114,
"049",225,120,105,
"50-59",2304,1199,1105,
"050",250,132,118,
"051",261,144,117,
"052",236,126,110,
"053",243,132,111,
"054",236,112,124,
"055",223,104,119,
"056",214,110,104,
"057",212,117,95,
"058",201,94,107,
"059",228,128,100,
"60-69",1770,1045,725,
"060",219,112,107,
"061",189,103,86,
"062",192,115,77,
"063",176,106,70,
"064",183,116,67,
"065",183,103,80,
"066",164,108,56,
"067",157,92,65,
"068",159,96,63,
"069",148,94,54,
"70-79",1185,731,454,
"070",144,91,53,
"071",136,87,49,
"072",137,85,52,
"073",108,70,38,
"074",124,70,54,
"075",121,76,45,
"076",103,66,37,
"077",116,66,50,
"078",111,67,44,
"079",85,53,32,
"80-89",557,x,x,
"080",67,44,23,
"081",76,51,25,
"082",54,34,20,
"083",66,38,28,
"084",56,33,23,
"085",71,51,20,
"086",58,47,11,
"087",48,36,12,
"088",37,30,7,
"089",24,x,x,
"90-99",182,x,x,
"090",37,x,x,
"091",32,32,-,
"092",x,x,x,
"093",18,18,-,
"094",x,x,x,
"095",x,x,x,
"096",13,13,-,
"097",x,x,x,
"098",5,5,-,
"099",9,9,-,
"100-",20,20,-,
"100",x,x,-,
"101",x,x,-,
"102",x,x,-,
"103",x,x,-,
"104",-,-,-,
"105",x,x,-,
"106",-,-,-,
"107",-,-,-,
"108",-,-,-,
"109",-,-,-,

Var 1,"188031", 
,"Total","              1","              2"
"Total",7493,3714,3779,
"0-9",1046,242,804,
"000",47,x,x,
"001",101,x,x,
"002",120,13,107,
"003",124,20,104,
"004",113,22,91,
"005",100,23,77,
"006",112,38,74,
"007",111,33,78,
"008",113,46,67,
"009",105,38,67,
"10-19",940,546,394,
"010",114,57,57,
"011",83,35,48,
"012",103,54,49,
"013",99,55,44,
"014",110,56,54,
"015",89,54,35,
"016",87,51,36,
"017",86,58,28,
"018",80,62,18,
"019",89,64,25,
"20-29",691,351,340,
"020",66,44,22,
"021",67,45,22,
"022",72,47,25,
"023",61,39,22,
"024",72,41,31,
"025",63,32,31,
"026",88,36,52,
"027",66,22,44,
"028",75,28,47,
"029",61,17,44,
"30-39",869,304,565,
"030",62,14,48,
"031",81,28,53,
"032",70,20,50,
"033",88,23,65,
"034",82,20,62,
"035",90,27,63,
"036",97,40,57,
"037",81,32,49,
"038",101,49,52,
"039",117,51,66,
"40-49",1049,572,477,
"040",97,49,48,
"041",92,49,43,
"042",127,73,54,
"043",94,45,49,
"044",112,62,50,
"045",100,53,47,
"046",118,67,51,
"047",104,61,43,
"048",104,59,45,
"049",101,54,47,
"50-59",975,489,486,
"050",109,63,46,
"051",82,40,42,
"052",87,47,40,
"053",95,55,40,
"054",90,48,42,
"055",108,51,57,
"056",99,47,52,
"057",100,42,58,
"058",102,40,62,
"059",103,56,47,
"60-69",914,511,403,
"060",106,43,63,
"061",110,67,43,
"062",85,36,49,
"063",91,50,41,
"064",110,60,50,
"065",73,42,31,
"066",90,52,38,
"067",80,47,33,
"068",82,59,23,
"069",87,55,32,
"70-79",617,384,233,
"070",94,52,42,
"071",69,37,32,
"072",70,36,34,
"073",64,35,29,
"074",63,46,17,
"075",62,44,18,
"076",57,38,19,
"077",42,27,15,
"078",47,32,15,
"079",49,37,12,
"80-89",300,227,73,
"080",41,33,8,
"081",35,25,10,
"082",35,25,10,
"083",27,18,9,
"084",28,18,10,
"085",29,23,6,
"086",31,23,8,
"087",23,19,4,
"088",24,20,4,
"089",27,23,4,
"90-99",86,82,4,
"090",12,12,-,
"091",10,x,x,
"092",8,x,x,
"093",12,12,-,
"094",13,13,-,
"095",8,8,-,
"096",8,8,-,
"097",6,6,-,
"098",5,5,-,
"099",4,4,-,
"100-",6,6,-,
"100",x,x,-,
"101",-,-,-,
"102",x,x,-,
"103",x,x,-,
"104",-,-,-,
"105",-,-,-,
"106",x,x,-,
"107",-,-,-,
"108",-,-,-,
"109",-,-,-,

