"188003";"003";"              2"; 2552; 162; 2552; 2552; 81; 72; 0; S; 1; 1
"188003";"004";"Total"; 2824; 205; 2824; 2824; 87; 85; 0; S; 1; 1
"188003";"004";"              1"; 763; 57; 763; 763; 87; 60; 0; S; 1; 1
"188003";"004";"              2"; 2061; 148; 2061; 2061; 85; 80; 0; S; 1; 1
"188003";"005";"Total"; 3674; 239; 3674; 3674; 178; 86; 0; S; 1; 1
"188003";"005";"              1"; 911; 74; 911; 911; 78; 37; 0; S; 1; 1
"188003";"005";"              2"; 2763; 165; 2763; 2763; 178; 86; 0; S; 1; 1
"188003";"006";"Total"; 3917; 213; 3917; 3917; 140; 134; 0; S; 1; 1
"188003";"006";"              1"; 1133; 60; 1133; 1133; 109; 106; 0; S; 1; 1
"188003";"006";"              2"; 2784; 153; 2784; 2784; 140; 134; 0; S; 1; 1
"188003";"007";"Total"; 3459; 218; 3459; 3459; 133; 107; 0; S; 1; 1
"188003";"007";"              1"; 1221; 81; 1221; 1221; 107; 68; 0; S; 1; 1
"188003";"007";"              2"; 2238; 137; 2238; 2238; 133; 92; 0; S; 1; 1
"188003";"008";"Total"; 3376; 227; 3376; 3376; 184; 97; 0; S; 1; 1
"188003";"008";"              1"; 1320; 90; 1320; 1320; 184; 56; 0; S; 1; 1
"188003";"008";"              2"; 2056; 137; 2056; 2056; 97; 62; 0; S; 1; 1
"188003";"009";"Total"; 2692; 190; 2692; 2692; 99; 82; 0; S; 1; 1
"188003";"009";"              1"; 1069; 88; 1069; 1069; 65; 57; 0; S; 1; 1
"188003";"009";"              2"; 1623; 102; 1623; 1623; 99; 82; 0; S; 1; 1
"188003";"10-19";"Total"; 37076; 2193; 37076; 37076; 260; 225; 0; S; 1; 1
"188003";"10-19";"              1"; 17322; 983; 17322; 17322; 260; 215; 0; S; 1; 1
"188003";"10-19";"              2"; 19754; 1210; 19754; 19754; 225; 169; 0; S; 1; 1
"188003";"010";"Total"; 4245; 232; 4245; 4245; 215; 166; 0; S; 1; 1
"188003";"010";"              1"; 2538; 124; 2538; 2538; 215; 166; 0; S; 1; 1
"188003";"010";"              2"; 1707; 108; 1707; 1707; 99; 68; 0; S; 1; 1
"188003";"011";"Total"; 3064; 190; 3064; 3064; 120; 90; 0; S; 1; 1
"188003";"011";"              1"; 1505; 95; 1505; 1505; 60; 59; 0; S; 1; 1
"188003";"011";"              2"; 1559; 95; 1559; 1559; 120; 90; 0; S; 1; 1
"188003";"012";"Total"; 3095; 216; 3095; 3095; 81; 80; 0; S; 1; 1
"188003";"012";"              1"; 1287; 87; 1287; 1287; 81; 53; 0; S; 1; 1
"188003";"012";"              2"; 1808; 129; 1808; 1808; 80; 76; 0; S; 1; 1
"188003";"013";"Total"; 3357; 222; 3357; 3357; 159; 98; 0; S; 1; 1
"188003";"013";"              1"; 1641; 102; 1641; 1641; 159; 84; 0; S; 1; 1
"188003";"013";"              2"; 1716; 120; 1716; 1716; 98; 64; 0; S; 1; 1
"188003";"014";"Total"; 4010; 210; 4010; 4010; 152; 150; 0; S; 1; 1
"188003";"014";"              1"; 1770; 92; 1770; 1770; 152; 150; 0; S; 1; 1
"188003";"014";"              2"; 2240; 118; 2240; 2240; 141; 119; 0; S; 1; 1
"188003";"015";"Total"; 3355; 214; 3355; 3355; 143; 92; 0; S; 1; 1
"188003";"015";"              1"; 1391; 87; 1391; 1391; 92; 85; 0; S; 1; 1
"188003";"015";"              2"; 1964; 127; 1964; 1964; 143; 85; 0; S; 1; 1
"188003";"016";"Total"; 3563; 205; 3563; 3563; 137; 133; 0; S; 1; 1
"188003";"016";"              1"; 1834; 85; 1834; 1834; 133; 94; 0; S; 1; 1
"188003";"016";"              2"; 1729; 120; 1729; 1729; 137; 102; 0; S; 1; 1
"188003";"017";"Total"; 4178; 237; 4178; 4178; 260; 225; 0; S; 1; 1
"188003";"017";"              1"; 1587; 97; 1587; 1587; 260; 70; 0; S; 1; 1
"188003";"017";"              2"; 2591; 140; 2591; 2591; 225; 116; 0; S; 1; 1
"188003";"018";"Total"; 4517; 245; 4517; 4517; 169; 151; 0; S; 1; 1
"188003";"018";"              1"; 1866; 110; 1866; 1866; 133; 81; 0; S; 1; 1
"188003";"018";"              2"; 2651; 135; 2651; 2651; 169; 151; 0; S; 1; 1
"188003";"019";"Total"; 3692; 222; 3692; 3692; 203; 114; 0; S; 1; 1
"188003";"019";"              1"; 1903; 104; 1903; 1903; 203; 91; 0; S; 1; 1
"188003";"019";"              2"; 1789; 118; 1789; 1789; 114; 113; 0; S; 1; 1
"188003";"20-29";"Total"; 39752; 2479; 39752; 39752; 863; 299; 0; M; 1; 1
"188003";"20-29";"              1"; 18850; 1175; 18850; 18850; 863; 299; 0; M; 1; 1
"188003";"20-29";"              2"; 20902; 1304; 20902; 20902; 176; 173; 0; M; 1; 1
"188003";"020";"Total"; 3949; 224; 3949; 3949; 299; 151; 0; M; 1; 1
"188003";"020";"              1"; 1810; 96; 1810; 1810; 299; 96; 0; M; 1; 1
"188003";"020";"              2"; 2139; 128; 2139; 2139; 151; 79; 0; M; 1; 1
"188003";"021";"Total"; 3752; 243; 3752; 3752; 166; 111; 0; S; 1; 1
"188003";"021";"              1"; 1297; 106; 1297; 1297; 96; 54; 0; S; 1; 1
"188003";"021";"              2"; 2455; 137; 2455; 2455; 166; 111; 0; S; 1; 1
"188003";"022";"Total"; 3413; 226; 3413; 3413; 117; 110; 0; S; 1; 1
"188003";"022";"              1"; 1647; 95; 1647; 1647; 117; 90; 0; S; 1; 1
"188003";"022";"              2"; 1766; 131; 1766; 1766; 110; 54; 0; S; 1; 1
"188003";"023";"Total"; 3489; 247; 3489; 3489; 100; 73; 0; S; 1; 1
"188003";"023";"              1"; 1461; 106; 1461; 1461; 59; 55; 0; S; 1; 1
"188003";"023";"              2"; 2028; 141; 2028; 2028; 100; 73; 0; S; 1; 1
"188003";"024";"Total"; 3403; 248; 3403; 3403; 106; 77; 0; S; 1; 1
"188003";"024";"              1"; 1441; 110; 1441; 1441; 70; 53; 0; S; 1; 1
"188003";"024";"              2"; 1962; 138; 1962; 1962; 106; 77; 0; S; 1; 1
"188003";"025";"Total"; 4008; 253; 4008; 4008; 106; 103; 0; S; 1; 1
"188003";"025";"              1"; 2167; 143; 2167; 2167; 106; 103; 0; S; 1; 1
"188003";"025";"              2"; 1841; 110; 1841; 1841; 101; 94; 0; S; 1; 1
"188003";"026";"Total"; 4225; 256; 4225; 4225; 137; 137; 0; S; 1; 1
"188003";"026";"              1"; 1834; 121; 1834; 1834; 137; 137; 0; S; 1; 1
"188003";"026";"              2"; 2391; 135; 2391; 2391; 99; 85; 0; S; 1; 1
"188003";"027";"Total"; 4092; 251; 4092; 4092; 127; 106; 0; S; 1; 1
"188003";"027";"              1"; 2348; 134; 2348; 2348; 127; 106; 0; S; 1; 1
"188003";"027";"              2"; 1744; 117; 1744; 1744; 82; 77; 0; S; 1; 1
"188003";"028";"Total"; 5053; 278; 5053; 5053; 863; 128; 0; S; 1; 1
"188003";"028";"              1"; 2765; 127; 2765; 2765; 863; 81; 0; S; 1; 1
"188003";"028";"              2"; 2288; 151; 2288; 2288; 128; 95; 0; S; 1; 1
"188003";"029";"Total"; 4368; 253; 4368; 4368; 176; 173; 0; S; 1; 1
"188003";"029";"              1"; 2080; 137; 2080; 2080; 108; 91; 0; S; 1; 1
"188003";"029";"              2"; 2288; 116; 2288; 2288; 176; 173; 0; S; 1; 1
"188003";"30-39";"Total"; 40359; 2395; 40359; 40359; 450; 384; 0; S; 1; 1
"188003";"30-39";"              1"; 21466; 1269; 21466; 21466; 384; 247; 0; S; 1; 1
"188003";"30-39";"              2"; 18893; 1126; 18893; 18893; 450; 193; 0; S; 1; 1
"188003";"030";"Total"; 5063; 278; 5063; 5063; 450; 121; 0; S; 1; 1
"188003";"030";"              1"; 2833; 158; 2833; 2833; 121; 110; 0; S; 1; 1
"188003";"030";"              2"; 2230; 120; 2230; 2230; 450; 81; 0; S; 1; 1
"188003";"031";"Total"; 3857; 234; 3857; 3857; 193; 150; 0; S; 1; 1
"188003";"031";"              1"; 1934; 127; 1934; 1934; 150; 79; 0; S; 1; 1
"188003";"031";"              2"; 1923; 107; 1923; 1923; 193; 128; 0; S; 1; 1
"188003";"032";"Total"; 3566; 227; 3566; 3566; 99; 78; 0; S; 1; 1
"188003";"032";"              1"; 1849; 121; 1849; 1849; 99; 72; 0; S; 1; 1
"188003";"032";"              2"; 1717; 106; 1717; 1717; 78; 70; 0; S; 1; 1
"188003";"033";"Total"; 5184; 279; 5184; 5184; 223; 175; 0; S; 1; 1
"188003";"033";"              1"; 3016; 148; 3016; 3016; 223; 175; 0; S; 1; 1
"188003";"033";"              2"; 2168; 131; 2168; 2168; 113; 89; 0; S; 1; 1
"188003";"034";"Total"; 3752; 233; 3752; 3752; 148; 70; 0; S; 1; 1
"188003";"034";"              1"; 2044; 126; 2044; 2044; 70; 64; 0; S; 1; 1
"188003";"034";"              2"; 1708; 107; 1708; 1708; 148; 54; 0; S; 1; 1
"188003";"035";"Total"; 4543; 235; 4543; 4543; 384; 247; 0; S; 1; 1
"188003";"035";"              1"; 2796; 135; 2796; 2796; 384; 247; 0; S; 1; 1
"188003";"035";"              2"; 1747; 100; 1747; 1747; 82; 72; 0; S; 1; 1
"188003";"036";"Total"; 3748; 227; 3748; 3748; 136; 110; 0; S; 1; 1
"188003";"036";"              1"; 1756; 115; 1756; 1756; 64; 61; 0; S; 1; 1
"188003";"036";"              2"; 1992; 112; 1992; 1992; 136; 110; 0; S; 1; 1
"188003";"037";"Total"; 3437; 214; 3437; 3437; 110; 105; 0; S; 1; 1
"188003";"037";"              1"; 1438; 103; 1438; 1438; 101; 76; 0; S; 1; 1
"188003";"037";"              2"; 1999; 111; 1999; 1999; 110; 105; 0; S; 1; 1
"188003";"038";"Total"; 3698; 229; 3698; 3698; 89; 88; 0; S; 1; 1
"188003";"038";"              1"; 2023; 119; 2023; 2023; 89; 88; 0; S; 1; 1
"188003";"038";"              2"; 1675; 110; 1675; 1675; 48; 46; 0; S; 1; 1
"188003";"039";"Total"; 3511; 239; 3511; 3511; 80; 71; 0; S; 1; 1
"188003";"039";"              1"; 1777; 117; 1777; 1777; 80; 71; 0; S; 1; 1
"188003";"039";"              2"; 1734; 122; 1734; 1734; 63; 58; 0; S; 1; 1
"188003";"40-49";"Total"; 36324; 2099; 36324; 36324; 337; 237; 0; S; 1; 1
"188003";"40-49";"              1"; 18498; 1097; 18498; 18498; 337; 199; 0; S; 1; 1
"188003";"40-49";"              2"; 17826; 1002; 17826; 17826; 237; 237; 0; S; 1; 1
"188003";"040";"Total"; 4143; 239; 4143; 4143; 337; 115; 0; S; 1; 1
"188003";"040";"              1"; 2172; 130; 2172; 2172; 337; 101; 0; S; 1; 1
"188003";"040";"              2"; 1971; 109; 1971; 1971; 115; 83; 0; S; 1; 1
"188003";"041";"Total"; 4259; 245; 4259; 4259; 136; 91; 0; S; 1; 1
"188003";"041";"              1"; 1983; 118; 1983; 1983; 136; 91; 0; S; 1; 1
"188003";"041";"              2"; 2276; 127; 2276; 2276; 89; 83; 0; S; 1; 1
"188003";"042";"Total"; 3747; 200; 3747; 3747; 199; 151; 0; S; 1; 1
"188003";"042";"              1"; 2141; 109; 2141; 2141; 199; 130; 0; S; 1; 1
"188003";"042";"              2"; 1606; 91; 1606; 1606; 151; 127; 0; S; 1; 1
"188003";"043";"Total"; 2849; 194; 2849; 2849; 109; 78; 0; S; 1; 1
"188003";"043";"              1"; 1328; 96; 1328; 1328; 65; 55; 0; S; 1; 1
"188003";"043";"              2"; 1521; 98; 1521; 1521; 109; 78; 0; S; 1; 1
"188003";"044";"Total"; 3774; 206; 3774; 3774; 211; 169; 0; S; 1; 1
"188003";"044";"              1"; 1920; 114; 1920; 1920; 169; 79; 0; S; 1; 1
"188003";"044";"              2"; 1854; 92; 1854; 1854; 211; 80; 0; S; 1; 1
"188003";"045";"Total"; 3708; 202; 3708; 3708; 237; 103; 0; S; 1; 1
"188003";"045";"              1"; 1714; 103; 1714; 1714; 98; 91; 0; S; 1; 1
"188003";"045";"              2"; 1994; 99; 1994; 1994; 237; 103; 0; S; 1; 1
"188003";"046";"Total"; 3322; 203; 3322; 3322; 189; 144; 0; S; 1; 1
"188003";"046";"              1"; 1823; 101; 1823; 1823; 144; 117; 0; S; 1; 1
"188003";"046";"              2"; 1499; 102; 1499; 1499; 189; 120; 0; S; 1; 1
"188003";"047";"Total"; 2991; 196; 2991; 2991; 135; 77; 0; S; 1; 1
"188003";"047";"              1"; 1639; 106; 1639; 1639; 77; 63; 0; S; 1; 1
"188003";"047";"              2"; 1352; 90; 1352; 1352; 135; 65; 0; S; 1; 1
"188003";"048";"Total"; 3818; 209; 3818; 3818; 175; 170; 0; S; 1; 1
"188003";"048";"              1"; 2003; 112; 2003; 2003; 175; 142; 0; S; 1; 1
"188003";"048";"              2"; 1815; 97; 1815; 1815; 170; 131; 0; S; 1; 1
"188003";"049";"Total"; 3713; 205; 3713; 3713; 237; 201; 0; S; 1; 1
"188003";"049";"              1"; 1775; 108; 1775; 1775; 70; 64; 0; S; 1; 1
"188003";"049";"              2"; 1938; 97; 1938; 1938; 237; 201; 0; S; 1; 1
"188003";"50-59";"Total"; 32858; 2003; 32858; 32858; 259; 230; 0; S; 1; 1
"188003";"50-59";"              1"; 15640; 955; 15640; 15640; 230; 167; 0; S; 1; 1
"188003";"50-59";"              2"; 17218; 1048; 17218; 17218; 259; 224; 0; S; 1; 1
"188003";"050";"Total"; 4177; 213; 4177; 4177; 224; 196; 0; S; 1; 1
"188003";"050";"              1"; 2023; 107; 2023; 2023; 137; 94; 0; S; 1; 1
"188003";"050";"              2"; 2154; 106; 2154; 2154; 224; 196; 0; S; 1; 1
"188003";"051";"Total"; 3465; 223; 3465; 3465; 230; 123; 0; S; 1; 1
"188003";"051";"              1"; 1783; 110; 1783; 1783; 230; 123; 0; S; 1; 1
"188003";"051";"              2"; 1682; 113; 1682; 1682; 57; 57; 0; S; 1; 1
"188003";"052";"Total"; 3341; 208; 3341; 3341; 96; 87; 0; S; 1; 1
"188003";"052";"              1"; 1390; 90; 1390; 1390; 96; 63; 0; S; 1; 1
"188003";"052";"              2"; 1951; 118; 1951; 1951; 87; 83; 0; S; 1; 1
"188003";"053";"Total"; 3286; 187; 3286; 3286; 259; 119; 0; S; 1; 1
"188003";"053";"              1"; 1428; 82; 1428; 1428; 99; 84; 0; S; 1; 1
"188003";"053";"              2"; 1858; 105; 1858; 1858; 259; 119; 0; S; 1; 1
"188003";"054";"Total"; 2606; 194; 2606; 2606; 133; 121; 0; S; 1; 1
"188003";"054";"              1"; 1127; 94; 1127; 1127; 57; 39; 0; S; 1; 1
"188003";"054";"              2"; 1479; 100; 1479; 1479; 133; 121; 0; S; 1; 1
"188003";"055";"Total"; 3100; 195; 3100; 3100; 101; 101; 0; S; 1; 1
"188003";"055";"              1"; 1363; 88; 1363; 1363; 101; 72; 0; S; 1; 1
"188003";"055";"              2"; 1737; 107; 1737; 1737; 101; 74; 0; S; 1; 1
"188003";"056";"Total"; 3077; 213; 3077; 3077; 162; 120; 0; S; 1; 1
"188003";"056";"              1"; 1687; 103; 1687; 1687; 162; 120; 0; S; 1; 1
"188003";"056";"              2"; 1390; 110; 1390; 1390; 70; 63; 0; S; 1; 1
"188003";"057";"Total"; 2972; 175; 2972; 2972; 148; 85; 0; S; 1; 1
"188003";"057";"              1"; 1493; 88; 1493; 1493; 85; 80; 0; S; 1; 1
"188003";"057";"              2"; 1479; 87; 1479; 1479; 148; 69; 0; S; 1; 1
"188003";"058";"Total"; 3816; 199; 3816; 3816; 167; 125; 0; S; 1; 1
"188003";"058";"              1"; 1875; 95; 1875; 1875; 167; 115; 0; S; 1; 1
"188003";"058";"              2"; 1941; 104; 1941; 1941; 125; 123; 0; S; 1; 1
"188003";"059";"Total"; 3018; 196; 3018; 3018; 111; 97; 0; S; 1; 1
"188003";"059";"              1"; 1471; 98; 1471; 1471; 92; 63; 0; S; 1; 1
"188003";"059";"              2"; 1547; 98; 1547; 1547; 111; 97; 0; S; 1; 1
"188003";"60-69";"Total"; 26941; 1718; 26941; 26941; 300; 170; 0; S; 1; 1
"188003";"60-69";"              1"; 14903; 984; 14903; 14903; 300; 170; 0; S; 1; 1
"188003";"60-69";"              2"; 12038; 734; 12038; 12038; 130; 125; 0; S; 1; 1
"188003";"060";"Total"; 2803; 185; 2803; 2803; 71; 69; 0; S; 1; 1
"188003";"060";"              1"; 1455; 101; 1455; 1455; 67; 61; 0; S; 1; 1
"188003";"060";"              2"; 1348; 84; 1348; 1348; 71; 69; 0; S; 1; 1
"188003";"061";"Total"; 3114; 181; 3114; 3114; 170; 97; 0; S; 1; 1
"188003";"061";"              1"; 1482; 91; 1482; 1482; 170; 64; 0; S; 1; 1
"188003";"061";"              2"; 1632; 90; 1632; 1632; 97; 90; 0; S; 1; 1
"188003";"062";"Total"; 3028; 193; 3028; 3028; 123; 116; 0; S; 1; 1
"188003";"062";"              1"; 1525; 114; 1525; 1525; 75; 53; 0; S; 1; 1
"188003";"062";"              2"; 1503; 79; 1503; 1503; 123; 116; 0; S; 1; 1
"188003";"063";"Total"; 2709; 198; 2709; 2709; 90; 87; 0; S; 1; 1
"188003";"063";"              1"; 1523; 108; 1523; 1523; 90; 51; 0; S; 1; 1
"188003";"063";"              2"; 1186; 90; 1186; 1186; 87; 74; 0; S; 1; 1
"188003";"064";"Total"; 3467; 171; 3467; 3467; 300; 130; 0; S; 1; 1
"188003";"064";"              1"; 2068; 102; 2068; 2068; 300; 121; 0; S; 1; 1
"188003";"064";"              2"; 1399; 69; 1399; 1399; 130; 125; 0; S; 1; 1
"188003";"065";"Total"; 2875; 172; 2875; 2875; 122; 121; 0; S; 1; 1
"188003";"065";"              1"; 1430; 96; 1430; 1430; 91; 66; 0; S; 1; 1
"188003";"065";"              2"; 1445; 76; 1445; 1445; 122; 121; 0; S; 1; 1
"188003";"066";"Total"; 2107; 152; 2107; 2107; 87; 84; 0; S; 1; 1
"188003";"066";"              1"; 1181; 87; 1181; 1181; 84; 56; 0; S; 1; 1
"188003";"066";"              2"; 926; 65; 926; 926; 87; 79; 0; S; 1; 1
"188003";"067";"Total"; 2183; 154; 2183; 2183; 92; 80; 0; S; 1; 1
"188003";"067";"              1"; 1335; 91; 1335; 1335; 92; 80; 0; S; 1; 1
"188003";"067";"              2"; 848; 63; 848; 848; 79; 63; 0; S; 1; 1
"188003";"068";"Total"; 2235; 158; 2235; 2235; 57; 56; 0; S; 1; 1
"188003";"068";"              1"; 1397; 100; 1397; 1397; 57; 56; 0; S; 1; 1
"188003";"068";"              2"; 838; 58; 838; 838; 51; 50; 0; S; 1; 1
"188003";"069";"Total"; 2420; 154; 2420; 2420; 149; 110; 0; S; 1; 1
"188003";"069";"              1"; 1507; 94; 1507; 1507; 149; 109; 0; S; 1; 1
"188003";"069";"              2"; 913; 60; 913; 913; 110; 105; 0; S; 1; 1
"188003";"70-79";"Total"; 20759; 1322; 20759; 20759; 273; 217; 0; S; 1; 1
"188003";"70-79";"              1"; 12103; 778; 12103; 12103; 217; 163; 0; S; 1; 1
"188003";"70-79";"              2"; 8656; 544; 8656; 8656; 273; 81; 0; S; 1; 1
"188003";"070";"Total"; 2734; 178; 2734; 2734; 163; 94; 0; S; 1; 1
"188003";"070";"              1"; 1571; 108; 1571; 1571; 163; 94; 0; S; 1; 1
"188003";"070";"              2"; 1163; 70; 1163; 1163; 73; 64; 0; S; 1; 1
"188003";"071";"Total"; 2447; 152; 2447; 2447; 120; 105; 0; S; 1; 1
"188003";"071";"              1"; 1593; 95; 1593; 1593; 120; 105; 0; S; 1; 1
"188003";"071";"              2"; 854; 57; 854; 854; 65; 61; 0; S; 1; 1
"188003";"072";"Total"; 2578; 124; 2578; 2578; 273; 217; 0; S; 1; 1
"188003";"072";"              1"; 1423; 77; 1423; 1423; 217; 60; 0; S; 1; 1
"188003";"072";"              2"; 1155; 47; 1155; 1155; 273; 72; 0; S; 1; 1
"188003";"073";"Total"; 1687; 131; 1687; 1687; 65; 65; 0; S; 1; 1
"188003";"073";"              1"; 1036; 76; 1036; 1036; 65; 61; 0; S; 1; 1
"188003";"073";"              2"; 651; 55; 651; 651; 65; 47; 0; S; 1; 1
"188003";"074";"Total"; 1936; 125; 1936; 1936; 81; 63; 0; S; 1; 1
"188003";"074";"              1"; 1317; 79; 1317; 1317; 62; 59; 0; S; 1; 1
"188003";"074";"              2"; 619; 46; 619; 619; 81; 63; 0; S; 1; 1
"188003";"075";"Total"; 1587; 119; 1587; 1587; 66; 62; 0; S; 1; 1
"188003";"075";"              1"; 900; 69; 900; 900; 53; 46; 0; S; 1; 1
"188003";"075";"              2"; 687; 50; 687; 687; 66; 62; 0; S; 1; 1
"188003";"076";"Total"; 2033; 146; 2033; 2033; 90; 81; 0; S; 1; 1
"188003";"076";"              1"; 965; 74; 965; 965; 90; 58; 0; S; 1; 1
"188003";"076";"              2"; 1068; 72; 1068; 1068; 81; 73; 0; S; 1; 1
"188003";"077";"Total"; 2006; 117; 2006; 2006; 79; 76; 0; S; 1; 1
"188003";"077";"              1"; 1080; 63; 1080; 1080; 76; 62; 0; S; 1; 1
"188003";"077";"              2"; 926; 54; 926; 926; 79; 51; 0; S; 1; 1
"188003";"078";"Total"; 1770; 114; 1770; 1770; 72; 71; 0; S; 1; 1
"188003";"078";"              1"; 1036; 67; 1036; 1036; 72; 71; 0; S; 1; 1
"188003";"078";"              2"; 734; 47; 734; 734; 61; 47; 0; S; 1; 1
"188003";"079";"Total"; 1981; 116; 1981; 1981; 75; 68; 0; S; 1; 1
"188003";"079";"              1"; 1182; 70; 1182; 1182; 75; 68; 0; S; 1; 1
"188003";"079";"              2"; 799; 46; 799; 799; 65; 64; 0; S; 1; 1
"188003";"80-89";"Total"; 13831; 795; 13831; 13831; 393; 355; 0; M; 1; 1
"188003";"80-89";"              1"; 10104; 556; 10104; 10104; 393; 355; 0; M; 1; 1
"188003";"80-89";"              2"; 3727; 239; 3727; 3727; 129; 102; 0; M; 1; 1
"188003";"080";"Total"; 1532; 97; 1532; 1532; 83; 67; 0; S; 1; 1
"188003";"080";"              1"; 852; 57; 852; 852; 67; 66; 0; S; 1; 1
"188003";"080";"              2"; 680; 40; 680; 680; 83; 64; 0; S; 1; 1
"188003";"081";"Total"; 1823; 100; 1823; 1823; 197; 157; 0; S; 1; 1
"188003";"081";"              1"; 1379; 66; 1379; 1379; 197; 157; 0; S; 1; 1
"188003";"081";"              2"; 444; 34; 444; 444; 75; 71; 0; S; 1; 1
"188003";"082";"Total"; 1070; 71; 1070; 1070; 90; 58; 0; S; 1; 1
"188003";"082";"              1"; 798; 47; 798; 798; 90; 58; 0; S; 1; 1
"188003";"082";"              2"; 272; 24; 272; 272; 46; 33; 0; S; 1; 1
"188003";"083";"Total"; 1103; 100; 1103; 1103; 77; 63; 0; S; 1; 1
"188003";"083";"              1"; 751; 70; 751; 751; 63; 39; 0; S; 1; 1
"188003";"083";"              2"; 352; 30; 352; 352; 77; 28; 0; S; 1; 1
"188003";"084";"Total"; 1674; 82; 1674; 1674; 355; 129; 0; S; 1; 1
"188003";"084";"              1"; 938; 45; 938; 938; 355; 72; 0; S; 1; 1
"188003";"084";"              2"; 736; 37; 736; 736; 129; 102; 0; S; 1; 1
"188003";"085";"Total"; 1182; 71; 1182; 1182; 76; 75; 0; S; 1; 1
"188003";"085";"              1"; 821; 53; 821; 821; 75; 56; 0; S; 1; 1
"188003";"085";"              2"; 361; 18; 361; 361; 76; 40; 0; S; 1; 1
"188003";"086";"Total"; 1337; 80; 1337; 1337; 101; 77; 0; M; 1; 1
"188003";"086";"              1"; 1085; 63; 1085; 1085; 101; 77; 0; M; 1; 1
"188003";"086";"              2"; 252; 17; 252; 252; 59; 51; 0; M; 1; 1
"188003";"087";"Total"; 1651; 80; 1651; 1651; 173; 131; 0; S; 1; 1
"188003";"087";"              1"; 1323; 61; 1323; 1323; 173; 131; 0; S; 1; 1
"188003";"087";"              2"; 328; 19; 328; 328; 75; 32; 0; S; 1; 1
"188003";"088";"Total"; 1099; 51; 1099; 1099; 393; 60; 0; S; 1; 1
"188003";"088";"              1"; 872; 39; 872; 872; 393; 60; 0; S; 1; 1
"188003";"088";"              2"; 227; 12; 227; 227; 58; 30; 0; S; 1; 1
"188003";"089";"Total"; 1360; 63; 1360; 1360; 355; 69; 0; S; 1; 1
"188003";"089";"              1"; 1285; 55; 1285; 1285; 355; 69; 0; S; 1; 1
"188003";"089";"              2"; 75; 8; 75; 75; 19; 16; 0; S; 1; 1
"188003";"90-99";"Total"; 4698; 272; 4698; 4698; 397; 139; 0; S; 1; 1
"188003";"90-99";"              1"; 4401; 246; 4401; 4401; 397; 139; 0; M; 1; 1
"188003";"90-99";"              2"; 297; 26; 297; 297; 60; 38; 0; M; 1; 1
"188003";"090";"Total"; 590; 40; 590; 590; 100; 40; 0; S; 1; 1
"188003";"090";"              1"; 509; 33; 509; 509; 100; 40; 0; S; 1; 1
"188003";"090";"              2"; 81; 7; 81; 81; 27; 14; 0; S; 1; 1
"188003";"091";"Total"; 642; 47; 642; 642; 60; 42; 0; S; 1; 1
"188003";"091";"              1"; 500; 37; 500; 500; 42; 40; 0; M; 1; 1
"188003";"091";"              2"; 142; 10; 142; 142; 60; 17; 0; M; 1; 1
"188003";"092";"Total"; 501; 37; 501; 501; 44; 38; 0; S; 1; 1
"188003";"092";"              1"; 435; 32; 435; 435; 44; 32; 0; M; 1; 1
"188003";"092";"              2"; 66; 5; 66; 66; 38; 11; 0; U; 10; 10
"188003";"093";"Total"; 890; 38; 890; 890; 397; 38; 0; S; 1; 1
"188003";"093";"              1"; 889; 37; 889; 889; 397; 38; 0; M; 1; 1
"188003";"093";"              2"; 1; 1; 1; 1; 1; 0; 0; U; .9; 1
"188003";"094";"Total"; 748; 32; 748; 748; 139; 105; 0; S; 1; 1
"188003";"094";"              1"; 748; 32; 748; 748; 139; 105; 0; S; 1; 1
"188003";"094";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188003";"095";"Total"; 225; 23; 225; 225; 48; 20; 0; S; 1; 1
"188003";"095";"              1"; 218; 20; 218; 218; 48; 20; 0; M; 1; 1
"188003";"095";"              2"; 7; 3; 7; 7; 5; 1; 0; U; 3; 3
"188003";"096";"Total"; 320; 13; 320; 320; 117; 41; 0; S; 1; 1
"188003";"096";"              1"; 320; 13; 320; 320; 117; 41; 0; S; 1; 1
"188003";"096";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188003";"097";"Total"; 315; 17; 315; 315; 85; 83; 0; S; 1; 1
"188003";"097";"              1"; 315; 17; 315; 315; 85; 83; 0; S; 1; 1
"188003";"097";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188003";"098";"Total"; 305; 15; 305; 305; 96; 70; 0; S; 1; 1
"188003";"098";"              1"; 305; 15; 305; 305; 96; 70; 0; S; 1; 1
"188003";"098";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188003";"099";"Total"; 162; 10; 162; 162; 35; 31; 0; S; 1; 1
"188003";"099";"              1"; 162; 10; 162; 162; 35; 31; 0; S; 1; 1
"188003";"099";"              2"; 0; 0; 0; 0; 0; 0; 0; E; 0; 1
"188003";"100-";"Total"; 376; 24; 376; 376; 58; 51; 0; M; 1; 1
"188003";"100-";"              1"; 367; 23; 367; 367; 58; 51; 0; M; 1; 1
"188003";"100-";"              2"; 9; 1; 9; 9; 9; 0; 0; U; 8.9; 9
"188003";"100";"Total"; 104; 6; 104; 104; 51; 34; 0; U; 2.25; 2.25
