"188002";"080";"Total"; 161; 161; 161; 161; S; 1; 1
"188002";"080";"              1"; 86; 86; 86; 86; S; 1; 1
"188002";"080";"              2"; 75; 75; 75; 75; S; 1; 1
"188002";"081";"Total"; 129; 129; 129; 129; S; 1; 1
"188002";"081";"              1"; 71; 71; 71; 71; S; 1; 1
"188002";"081";"              2"; 58; 58; 58; 58; S; 1; 1
"188002";"082";"Total"; 155; 155; 155; 155; S; 1; 1
"188002";"082";"              1"; 94; 94; 94; 94; S; 1; 1
"188002";"082";"              2"; 61; 61; 61; 61; S; 1; 1
"188002";"083";"Total"; 122; 122; 122; 122; S; 1; 1
"188002";"083";"              1"; 70; 70; 70; 70; S; 1; 1
"188002";"083";"              2"; 52; 52; 52; 52; S; 1; 1
"188002";"084";"Total"; 117; 117; 117; 117; S; 1; 1
"188002";"084";"              1"; 66; 66; 66; 66; S; 1; 1
"188002";"084";"              2"; 51; 51; 51; 51; S; 1; 1
"188002";"085";"Total"; 112; 112; 112; 112; S; 1; 1
"188002";"085";"              1"; 56; 56; 56; 56; S; 1; 1
"188002";"085";"              2"; 56; 56; 56; 56; S; 1; 1
"188002";"086";"Total"; 100; 100; 100; 100; S; 1; 1
"188002";"086";"              1"; 69; 69; 69; 69; S; 1; 1
"188002";"086";"              2"; 31; 31; 31; 31; S; 1; 1
"188002";"087";"Total"; 109; 109; 109; 109; S; 1; 1
"188002";"087";"              1"; 82; 82; 82; 82; S; 1; 1
"188002";"087";"              2"; 27; 27; 27; 27; S; 1; 1
"188002";"088";"Total"; 93; 93; 93; 93; S; 1; 1
"188002";"088";"              1"; 82; 82; 82; 82; S; 1; 1
"188002";"088";"              2"; 11; 11; 11; 11; S; 1; 1
"188002";"089";"Total"; 83; 83; 83; 83; S; 1; 1
"188002";"089";"              1"; 70; 70; 70; 70; S; 1; 1
"188002";"089";"              2"; 13; 13; 13; 13; S; 1; 1
"188002";"90-99";"Total"; 446; 446; 446; 446; S; 1; 1
"188002";"90-99";"              1"; 403; 403; 403; 403; S; 1; 1
"188002";"90-99";"              2"; 43; 43; 43; 43; S; 1; 1
"188002";"090";"Total"; 79; 79; 79; 79; S; 1; 1
"188002";"090";"              1"; 66; 66; 66; 66; S; 1; 1
"188002";"090";"              2"; 13; 13; 13; 13; S; 1; 1
"188002";"091";"Total"; 89; 89; 89; 89; S; 1; 1
"188002";"091";"              1"; 75; 75; 75; 75; M; 1; 1
"188002";"091";"              2"; 14; 14; 14; 14; M; 1; 1
"188002";"092";"Total"; 66; 66; 66; 66; S; 1; 1
"188002";"092";"              1"; 63; 63; 63; 63; S; 1; 1
"188002";"092";"              2"; 3; 3; 3; 3; S; 1; 1
"188002";"093";"Total"; 57; 57; 57; 57; S; 1; 1
"188002";"093";"              1"; 53; 53; 53; 53; M; 1; 1
"188002";"093";"              2"; 4; 4; 4; 4; M; 1; 1
"188002";"094";"Total"; 43; 43; 43; 43; S; 1; 1
"188002";"094";"              1"; 38; 38; 38; 38; M; 1; 1
"188002";"094";"              2"; 5; 5; 5; 5; M; 1; 1
"188002";"095";"Total"; 32; 32; 32; 32; S; 1; 1
"188002";"095";"              1"; 32; 32; 32; 32; S; 1; 1
"188002";"095";"              2"; 0; 0; 0; 0; E; 0; 1
"188002";"096";"Total"; 35; 35; 35; 35; S; 1; 1
"188002";"096";"              1"; 32; 32; 32; 32; M; 1; 1
"188002";"096";"              2"; 3; 3; 3; 3; M; 1; 1
"188002";"097";"Total"; 22; 22; 22; 22; S; 1; 1
"188002";"097";"              1"; 21; 21; 21; 21; M; 1; 1
"188002";"097";"              2"; 1; 1; 1; 1; U; .9; 1
"188002";"098";"Total"; 12; 12; 12; 12; S; 1; 1
"188002";"098";"              1"; 12; 12; 12; 12; S; 1; 1
"188002";"098";"              2"; 0; 0; 0; 0; E; 0; 1
"188002";"099";"Total"; 11; 11; 11; 11; S; 1; 1
"188002";"099";"              1"; 11; 11; 11; 11; S; 1; 1
"188002";"099";"              2"; 0; 0; 0; 0; E; 0; 1
"188002";"100-";"Total"; 45; 45; 45; 45; S; 1; 1
"188002";"100-";"              1"; 45; 45; 45; 45; S; 1; 1
"188002";"100-";"              2"; 0; 0; 0; 0; E; 0; 1
"188002";"100";"Total"; 10; 10; 10; 10; S; 1; 1
"188002";"100";"              1"; 10; 10; 10; 10; S; 1; 1
"188002";"100";"              2"; 0; 0; 0; 0; E; 0; 1
"188002";"101";"Total"; 11; 11; 11; 11; S; 1; 1
"188002";"101";"              1"; 11; 11; 11; 11; S; 1; 1
"188002";"101";"              2"; 0; 0; 0; 0; E; 0; 1
"188002";"102";"Total"; 10; 10; 10; 10; S; 1; 1
"188002";"102";"              1"; 10; 10; 10; 10; S; 1; 1
"188002";"102";"              2"; 0; 0; 0; 0; E; 0; 1
"188002";"103";"Total"; 1; 1; 1; 1; U; .9; 1
"188002";"103";"              1"; 1; 1; 1; 1; U; .9; 1
"188002";"103";"              2"; 0; 0; 0; 0; E; 0; 1
"188002";"104";"Total"; 3; 3; 3; 3; S; 1; 1
"188002";"104";"              1"; 3; 3; 3; 3; S; 1; 1
"188002";"104";"              2"; 0; 0; 0; 0; E; 0; 1
"188002";"105";"Total"; 3; 3; 3; 3; S; 1; 1
"188002";"105";"              1"; 3; 3; 3; 3; S; 1; 1
"188002";"105";"              2"; 0; 0; 0; 0; E; 0; 1
"188002";"106";"Total"; 1; 1; 1; 1; U; .9; 1
"188002";"106";"              1"; 1; 1; 1; 1; U; .9; 1
"188002";"106";"              2"; 0; 0; 0; 0; E; 0; 1
"188002";"107";"Total"; 3; 3; 3; 3; S; 1; 1
"188002";"107";"              1"; 3; 3; 3; 3; S; 1; 1
"188002";"107";"              2"; 0; 0; 0; 0; E; 0; 1
"188002";"108";"Total"; 3; 3; 3; 3; M; 1; 1
"188002";"108";"              1"; 3; 3; 3; 3; M; 1; 1
"188002";"108";"              2"; 0; 0; 0; 0; E; 0; 1
"188002";"109";"Total"; 0; 0; 0; 0; E; 0; 1
"188002";"109";"              1"; 0; 0; 0; 0; E; 0; 1
"188002";"109";"              2"; 0; 0; 0; 0; E; 0; 1
"188003";"Total";"Total"; 17305; 17305; 17305; 17305; S; 1; 1
"188003";"Total";"              1"; 8624; 8624; 8624; 8624; S; 1; 1
"188003";"Total";"              2"; 8681; 8681; 8681; 8681; S; 1; 1
"188003";"0-9";"Total"; 2005; 2005; 2005; 2005; S; 1; 1
"188003";"0-9";"              1"; 558; 558; 558; 558; S; 1; 1
"188003";"0-9";"              2"; 1447; 1447; 1447; 1447; S; 1; 1
"188003";"000";"Total"; 99; 99; 99; 99; S; 1; 1
"188003";"000";"              1"; 7; 7; 7; 7; S; 1; 1
"188003";"000";"              2"; 92; 92; 92; 92; S; 1; 1
"188003";"001";"Total"; 206; 206; 206; 206; S; 1; 1
"188003";"001";"              1"; 28; 28; 28; 28; S; 1; 1
"188003";"001";"              2"; 178; 178; 178; 178; S; 1; 1
"188003";"002";"Total"; 207; 207; 207; 207; S; 1; 1
"188003";"002";"              1"; 34; 34; 34; 34; S; 1; 1
"188003";"002";"              2"; 173; 173; 173; 173; S; 1; 1
"188003";"003";"Total"; 201; 201; 201; 201; S; 1; 1
"188003";"003";"              1"; 39; 39; 39; 39; S; 1; 1
"188003";"003";"              2"; 162; 162; 162; 162; S; 1; 1
"188003";"004";"Total"; 205; 205; 205; 205; S; 1; 1
"188003";"004";"              1"; 57; 57; 57; 57; S; 1; 1
"188003";"004";"              2"; 148; 148; 148; 148; S; 1; 1
"188003";"005";"Total"; 239; 239; 239; 239; S; 1; 1
"188003";"005";"              1"; 74; 74; 74; 74; S; 1; 1
"188003";"005";"              2"; 165; 165; 165; 165; S; 1; 1
"188003";"006";"Total"; 213; 213; 213; 213; S; 1; 1
"188003";"006";"              1"; 60; 60; 60; 60; S; 1; 1
"188003";"006";"              2"; 153; 153; 153; 153; S; 1; 1
"188003";"007";"Total"; 218; 218; 218; 218; S; 1; 1
"188003";"007";"              1"; 81; 81; 81; 81; S; 1; 1
"188003";"007";"              2"; 137; 137; 137; 137; S; 1; 1
"188003";"008";"Total"; 227; 227; 227; 227; S; 1; 1
"188003";"008";"              1"; 90; 90; 90; 90; S; 1; 1
"188003";"008";"              2"; 137; 137; 137; 137; S; 1; 1
"188003";"009";"Total"; 190; 190; 190; 190; S; 1; 1
"188003";"009";"              1"; 88; 88; 88; 88; S; 1; 1
"188003";"009";"              2"; 102; 102; 102; 102; S; 1; 1
"188003";"10-19";"Total"; 2193; 2193; 2193; 2193; S; 1; 1
"188003";"10-19";"              1"; 983; 983; 983; 983; S; 1; 1
"188003";"10-19";"              2"; 1210; 1210; 1210; 1210; S; 1; 1
"188003";"010";"Total"; 232; 232; 232; 232; S; 1; 1
"188003";"010";"              1"; 124; 124; 124; 124; S; 1; 1
"188003";"010";"              2"; 108; 108; 108; 108; S; 1; 1
"188003";"011";"Total"; 190; 190; 190; 190; S; 1; 1
"188003";"011";"              1"; 95; 95; 95; 95; S; 1; 1
"188003";"011";"              2"; 95; 95; 95; 95; S; 1; 1
"188003";"012";"Total"; 216; 216; 216; 216; S; 1; 1
"188003";"012";"              1"; 87; 87; 87; 87; S; 1; 1
"188003";"012";"              2"; 129; 129; 129; 129; S; 1; 1
"188003";"013";"Total"; 222; 222; 222; 222; S; 1; 1
"188003";"013";"              1"; 102; 102; 102; 102; S; 1; 1
"188003";"013";"              2"; 120; 120; 120; 120; S; 1; 1
"188003";"014";"Total"; 210; 210; 210; 210; S; 1; 1
"188003";"014";"              1"; 92; 92; 92; 92; S; 1; 1
"188003";"014";"              2"; 118; 118; 118; 118; S; 1; 1
"188003";"015";"Total"; 214; 214; 214; 214; S; 1; 1
"188003";"015";"              1"; 87; 87; 87; 87; S; 1; 1
"188003";"015";"              2"; 127; 127; 127; 127; S; 1; 1
"188003";"016";"Total"; 205; 205; 205; 205; S; 1; 1
"188003";"016";"              1"; 85; 85; 85; 85; S; 1; 1
"188003";"016";"              2"; 120; 120; 120; 120; S; 1; 1
"188003";"017";"Total"; 237; 237; 237; 237; S; 1; 1
"188003";"017";"              1"; 97; 97; 97; 97; S; 1; 1
"188003";"017";"              2"; 140; 140; 140; 140; S; 1; 1
"188003";"018";"Total"; 245; 245; 245; 245; S; 1; 1
"188003";"018";"              1"; 110; 110; 110; 110; S; 1; 1
"188003";"018";"              2"; 135; 135; 135; 135; S; 1; 1
"188003";"019";"Total"; 222; 222; 222; 222; S; 1; 1
"188003";"019";"              1"; 104; 104; 104; 104; S; 1; 1
"188003";"019";"              2"; 118; 118; 118; 118; S; 1; 1
"188003";"20-29";"Total"; 2479; 2479; 2479; 2479; S; 1; 1
"188003";"20-29";"              1"; 1175; 1175; 1175; 1175; S; 1; 1
"188003";"20-29";"              2"; 1304; 1304; 1304; 1304; S; 1; 1
"188003";"020";"Total"; 224; 224; 224; 224; S; 1; 1
"188003";"020";"              1"; 96; 96; 96; 96; S; 1; 1
"188003";"020";"              2"; 128; 128; 128; 128; S; 1; 1
"188003";"021";"Total"; 243; 243; 243; 243; S; 1; 1
"188003";"021";"              1"; 106; 106; 106; 106; S; 1; 1
"188003";"021";"              2"; 137; 137; 137; 137; S; 1; 1
"188003";"022";"Total"; 226; 226; 226; 226; S; 1; 1
"188003";"022";"              1"; 95; 95; 95; 95; S; 1; 1
"188003";"022";"              2"; 131; 131; 131; 131; S; 1; 1
"188003";"023";"Total"; 247; 247; 247; 247; S; 1; 1
"188003";"023";"              1"; 106; 106; 106; 106; S; 1; 1
"188003";"023";"              2"; 141; 141; 141; 141; S; 1; 1
"188003";"024";"Total"; 248; 248; 248; 248; S; 1; 1
"188003";"024";"              1"; 110; 110; 110; 110; S; 1; 1
"188003";"024";"              2"; 138; 138; 138; 138; S; 1; 1
"188003";"025";"Total"; 253; 253; 253; 253; S; 1; 1
"188003";"025";"              1"; 143; 143; 143; 143; S; 1; 1
"188003";"025";"              2"; 110; 110; 110; 110; S; 1; 1
"188003";"026";"Total"; 256; 256; 256; 256; S; 1; 1
"188003";"026";"              1"; 121; 121; 121; 121; S; 1; 1
"188003";"026";"              2"; 135; 135; 135; 135; S; 1; 1
"188003";"027";"Total"; 251; 251; 251; 251; S; 1; 1
"188003";"027";"              1"; 134; 134; 134; 134; S; 1; 1
"188003";"027";"              2"; 117; 117; 117; 117; S; 1; 1
"188003";"028";"Total"; 278; 278; 278; 278; S; 1; 1
"188003";"028";"              1"; 127; 127; 127; 127; S; 1; 1
"188003";"028";"              2"; 151; 151; 151; 151; S; 1; 1
"188003";"029";"Total"; 253; 253; 253; 253; S; 1; 1
"188003";"029";"              1"; 137; 137; 137; 137; S; 1; 1
"188003";"029";"              2"; 116; 116; 116; 116; S; 1; 1
"188003";"30-39";"Total"; 2395; 2395; 2395; 2395; S; 1; 1
"188003";"30-39";"              1"; 1269; 1269; 1269; 1269; S; 1; 1
"188003";"30-39";"              2"; 1126; 1126; 1126; 1126; S; 1; 1
"188003";"030";"Total"; 278; 278; 278; 278; S; 1; 1
"188003";"030";"              1"; 158; 158; 158; 158; S; 1; 1
"188003";"030";"              2"; 120; 120; 120; 120; S; 1; 1
"188003";"031";"Total"; 234; 234; 234; 234; S; 1; 1
"188003";"031";"              1"; 127; 127; 127; 127; S; 1; 1
"188003";"031";"              2"; 107; 107; 107; 107; S; 1; 1
"188003";"032";"Total"; 227; 227; 227; 227; S; 1; 1
"188003";"032";"              1"; 121; 121; 121; 121; S; 1; 1
"188003";"032";"              2"; 106; 106; 106; 106; S; 1; 1
"188003";"033";"Total"; 279; 279; 279; 279; S; 1; 1
"188003";"033";"              1"; 148; 148; 148; 148; S; 1; 1
"188003";"033";"              2"; 131; 131; 131; 131; S; 1; 1
"188003";"034";"Total"; 233; 233; 233; 233; S; 1; 1
"188003";"034";"              1"; 126; 126; 126; 126; S; 1; 1
"188003";"034";"              2"; 107; 107; 107; 107; S; 1; 1
"188003";"035";"Total"; 235; 235; 235; 235; S; 1; 1
"188003";"035";"              1"; 135; 135; 135; 135; S; 1; 1
"188003";"035";"              2"; 100; 100; 100; 100; S; 1; 1
"188003";"036";"Total"; 227; 227; 227; 227; S; 1; 1
"188003";"036";"              1"; 115; 115; 115; 115; S; 1; 1
"188003";"036";"              2"; 112; 112; 112; 112; S; 1; 1
"188003";"037";"Total"; 214; 214; 214; 214; S; 1; 1
"188003";"037";"              1"; 103; 103; 103; 103; S; 1; 1
"188003";"037";"              2"; 111; 111; 111; 111; S; 1; 1
"188003";"038";"Total"; 229; 229; 229; 229; S; 1; 1
"188003";"038";"              1"; 119; 119; 119; 119; S; 1; 1
"188003";"038";"              2"; 110; 110; 110; 110; S; 1; 1
"188003";"039";"Total"; 239; 239; 239; 239; S; 1; 1
"188003";"039";"              1"; 117; 117; 117; 117; S; 1; 1
"188003";"039";"              2"; 122; 122; 122; 122; S; 1; 1
"188003";"40-49";"Total"; 2099; 2099; 2099; 2099; S; 1; 1
"188003";"40-49";"              1"; 1097; 1097; 1097; 1097; S; 1; 1
"188003";"40-49";"              2"; 1002; 1002; 1002; 1002; S; 1; 1
"188003";"040";"Total"; 239; 239; 239; 239; S; 1; 1
"188003";"040";"              1"; 130; 130; 130; 130; S; 1; 1
"188003";"040";"              2"; 109; 109; 109; 109; S; 1; 1
"188003";"041";"Total"; 245; 245; 245; 245; S; 1; 1
"188003";"041";"              1"; 118; 118; 118; 118; S; 1; 1
"188003";"041";"              2"; 127; 127; 127; 127; S; 1; 1
"188003";"042";"Total"; 200; 200; 200; 200; S; 1; 1
"188003";"042";"              1"; 109; 109; 109; 109; S; 1; 1
"188003";"042";"              2"; 91; 91; 91; 91; S; 1; 1
"188003";"043";"Total"; 194; 194; 194; 194; S; 1; 1
"188003";"043";"              1"; 96; 96; 96; 96; S; 1; 1
"188003";"043";"              2"; 98; 98; 98; 98; S; 1; 1
"188003";"044";"Total"; 206; 206; 206; 206; S; 1; 1
"188003";"044";"              1"; 114; 114; 114; 114; S; 1; 1
"188003";"044";"              2"; 92; 92; 92; 92; S; 1; 1
"188003";"045";"Total"; 202; 202; 202; 202; S; 1; 1
"188003";"045";"              1"; 103; 103; 103; 103; S; 1; 1
"188003";"045";"              2"; 99; 99; 99; 99; S; 1; 1
"188003";"046";"Total"; 203; 203; 203; 203; S; 1; 1
"188003";"046";"              1"; 101; 101; 101; 101; S; 1; 1
"188003";"046";"              2"; 102; 102; 102; 102; S; 1; 1
"188003";"047";"Total"; 196; 196; 196; 196; S; 1; 1
"188003";"047";"              1"; 106; 106; 106; 106; S; 1; 1
"188003";"047";"              2"; 90; 90; 90; 90; S; 1; 1
"188003";"048";"Total"; 209; 209; 209; 209; S; 1; 1
"188003";"048";"              1"; 112; 112; 112; 112; S; 1; 1
"188003";"048";"              2"; 97; 97; 97; 97; S; 1; 1
"188003";"049";"Total"; 205; 205; 205; 205; S; 1; 1
"188003";"049";"              1"; 108; 108; 108; 108; S; 1; 1
"188003";"049";"              2"; 97; 97; 97; 97; S; 1; 1
"188003";"50-59";"Total"; 2003; 2003; 2003; 2003; S; 1; 1
"188003";"50-59";"              1"; 955; 955; 955; 955; S; 1; 1
"188003";"50-59";"              2"; 1048; 1048; 1048; 1048; S; 1; 1
"188003";"050";"Total"; 213; 213; 213; 213; S; 1; 1
"188003";"050";"              1"; 107; 107; 107; 107; S; 1; 1
"188003";"050";"              2"; 106; 106; 106; 106; S; 1; 1
"188003";"051";"Total"; 223; 223; 223; 223; S; 1; 1
"188003";"051";"              1"; 110; 110; 110; 110; S; 1; 1
"188003";"051";"              2"; 113; 113; 113; 113; S; 1; 1
"188003";"052";"Total"; 208; 208; 208; 208; S; 1; 1
"188003";"052";"              1"; 90; 90; 90; 90; S; 1; 1
"188003";"052";"              2"; 118; 118; 118; 118; S; 1; 1
"188003";"053";"Total"; 187; 187; 187; 187; S; 1; 1
"188003";"053";"              1"; 82; 82; 82; 82; S; 1; 1
"188003";"053";"              2"; 105; 105; 105; 105; S; 1; 1
"188003";"054";"Total"; 194; 194; 194; 194; S; 1; 1
"188003";"054";"              1"; 94; 94; 94; 94; S; 1; 1
"188003";"054";"              2"; 100; 100; 100; 100; S; 1; 1
"188003";"055";"Total"; 195; 195; 195; 195; S; 1; 1
"188003";"055";"              1"; 88; 88; 88; 88; S; 1; 1
"188003";"055";"              2"; 107; 107; 107; 107; S; 1; 1
"188003";"056";"Total"; 213; 213; 213; 213; S; 1; 1
"188003";"056";"              1"; 103; 103; 103; 103; S; 1; 1
"188003";"056";"              2"; 110; 110; 110; 110; S; 1; 1
"188003";"057";"Total"; 175; 175; 175; 175; S; 1; 1
"188003";"057";"              1"; 88; 88; 88; 88; S; 1; 1
"188003";"057";"              2"; 87; 87; 87; 87; S; 1; 1
"188003";"058";"Total"; 199; 199; 199; 199; S; 1; 1
"188003";"058";"              1"; 95; 95; 95; 95; S; 1; 1
"188003";"058";"              2"; 104; 104; 104; 104; S; 1; 1
"188003";"059";"Total"; 196; 196; 196; 196; S; 1; 1
"188003";"059";"              1"; 98; 98; 98; 98; S; 1; 1
"188003";"059";"              2"; 98; 98; 98; 98; S; 1; 1
"188003";"60-69";"Total"; 1718; 1718; 1718; 1718; S; 1; 1
"188003";"60-69";"              1"; 984; 984; 984; 984; S; 1; 1
"188003";"60-69";"              2"; 734; 734; 734; 734; S; 1; 1
"188003";"060";"Total"; 185; 185; 185; 185; S; 1; 1
"188003";"060";"              1"; 101; 101; 101; 101; S; 1; 1
"188003";"060";"              2"; 84; 84; 84; 84; S; 1; 1
"188003";"061";"Total"; 181; 181; 181; 181; S; 1; 1
"188003";"061";"              1"; 91; 91; 91; 91; S; 1; 1
"188003";"061";"              2"; 90; 90; 90; 90; S; 1; 1
"188003";"062";"Total"; 193; 193; 193; 193; S; 1; 1
"188003";"062";"              1"; 114; 114; 114; 114; S; 1; 1
"188003";"062";"              2"; 79; 79; 79; 79; S; 1; 1
"188003";"063";"Total"; 198; 198; 198; 198; S; 1; 1
"188003";"063";"              1"; 108; 108; 108; 108; S; 1; 1
"188003";"063";"              2"; 90; 90; 90; 90; S; 1; 1
"188003";"064";"Total"; 171; 171; 171; 171; S; 1; 1
"188003";"064";"              1"; 102; 102; 102; 102; S; 1; 1
"188003";"064";"              2"; 69; 69; 69; 69; S; 1; 1
"188003";"065";"Total"; 172; 172; 172; 172; S; 1; 1
"188003";"065";"              1"; 96; 96; 96; 96; S; 1; 1
"188003";"065";"              2"; 76; 76; 76; 76; S; 1; 1
"188003";"066";"Total"; 152; 152; 152; 152; S; 1; 1
"188003";"066";"              1"; 87; 87; 87; 87; S; 1; 1
"188003";"066";"              2"; 65; 65; 65; 65; S; 1; 1
"188003";"067";"Total"; 154; 154; 154; 154; S; 1; 1
"188003";"067";"              1"; 91; 91; 91; 91; S; 1; 1
"188003";"067";"              2"; 63; 63; 63; 63; S; 1; 1
"188003";"068";"Total"; 158; 158; 158; 158; S; 1; 1
"188003";"068";"              1"; 100; 100; 100; 100; S; 1; 1
"188003";"068";"              2"; 58; 58; 58; 58; S; 1; 1
"188003";"069";"Total"; 154; 154; 154; 154; S; 1; 1
"188003";"069";"              1"; 94; 94; 94; 94; S; 1; 1
"188003";"069";"              2"; 60; 60; 60; 60; S; 1; 1
"188003";"70-79";"Total"; 1322; 1322; 1322; 1322; S; 1; 1
"188003";"70-79";"              1"; 778; 778; 778; 778; S; 1; 1
"188003";"70-79";"              2"; 544; 544; 544; 544; S; 1; 1
"188003";"070";"Total"; 178; 178; 178; 178; S; 1; 1
"188003";"070";"              1"; 108; 108; 108; 108; S; 1; 1
"188003";"070";"              2"; 70; 70; 70; 70; S; 1; 1
"188003";"071";"Total"; 152; 152; 152; 152; S; 1; 1
"188003";"071";"              1"; 95; 95; 95; 95; S; 1; 1
"188003";"071";"              2"; 57; 57; 57; 57; S; 1; 1
"188003";"072";"Total"; 124; 124; 124; 124; S; 1; 1
"188003";"072";"              1"; 77; 77; 77; 77; S; 1; 1
"188003";"072";"              2"; 47; 47; 47; 47; S; 1; 1
"188003";"073";"Total"; 131; 131; 131; 131; S; 1; 1
"188003";"073";"              1"; 76; 76; 76; 76; S; 1; 1
"188003";"073";"              2"; 55; 55; 55; 55; S; 1; 1
"188003";"074";"Total"; 125; 125; 125; 125; S; 1; 1
"188003";"074";"              1"; 79; 79; 79; 79; S; 1; 1
"188003";"074";"              2"; 46; 46; 46; 46; S; 1; 1
"188003";"075";"Total"; 119; 119; 119; 119; S; 1; 1
"188003";"075";"              1"; 69; 69; 69; 69; S; 1; 1
"188003";"075";"              2"; 50; 50; 50; 50; S; 1; 1
"188003";"076";"Total"; 146; 146; 146; 146; S; 1; 1
"188003";"076";"              1"; 74; 74; 74; 74; S; 1; 1
"188003";"076";"              2"; 72; 72; 72; 72; S; 1; 1
"188003";"077";"Total"; 117; 117; 117; 117; S; 1; 1
"188003";"077";"              1"; 63; 63; 63; 63; S; 1; 1
"188003";"077";"              2"; 54; 54; 54; 54; S; 1; 1
"188003";"078";"Total"; 114; 114; 114; 114; S; 1; 1
"188003";"078";"              1"; 67; 67; 67; 67; S; 1; 1
"188003";"078";"              2"; 47; 47; 47; 47; S; 1; 1
"188003";"079";"Total"; 116; 116; 116; 116; S; 1; 1
"188003";"079";"              1"; 70; 70; 70; 70; S; 1; 1
"188003";"079";"              2"; 46; 46; 46; 46; S; 1; 1
"188003";"80-89";"Total"; 795; 795; 795; 795; S; 1; 1
"188003";"80-89";"              1"; 556; 556; 556; 556; S; 1; 1
"188003";"80-89";"              2"; 239; 239; 239; 239; S; 1; 1
"188003";"080";"Total"; 97; 97; 97; 97; S; 1; 1
"188003";"080";"              1"; 57; 57; 57; 57; S; 1; 1
"188003";"080";"              2"; 40; 40; 40; 40; S; 1; 1
"188003";"081";"Total"; 100; 100; 100; 100; S; 1; 1
"188003";"081";"              1"; 66; 66; 66; 66; S; 1; 1
"188003";"081";"              2"; 34; 34; 34; 34; S; 1; 1
"188003";"082";"Total"; 71; 71; 71; 71; S; 1; 1
"188003";"082";"              1"; 47; 47; 47; 47; S; 1; 1
"188003";"082";"              2"; 24; 24; 24; 24; S; 1; 1
"188003";"083";"Total"; 100; 100; 100; 100; S; 1; 1
"188003";"083";"              1"; 70; 70; 70; 70; S; 1; 1
"188003";"083";"              2"; 30; 30; 30; 30; S; 1; 1
"188003";"084";"Total"; 82; 82; 82; 82; S; 1; 1
"188003";"084";"              1"; 45; 45; 45; 45; S; 1; 1
"188003";"084";"              2"; 37; 37; 37; 37; S; 1; 1
"188003";"085";"Total"; 71; 71; 71; 71; S; 1; 1
"188003";"085";"              1"; 53; 53; 53; 53; S; 1; 1
"188003";"085";"              2"; 18; 18; 18; 18; S; 1; 1
"188003";"086";"Total"; 80; 80; 80; 80; S; 1; 1
"188003";"086";"              1"; 63; 63; 63; 63; S; 1; 1
"188003";"086";"              2"; 17; 17; 17; 17; S; 1; 1
"188003";"087";"Total"; 80; 80; 80; 80; S; 1; 1
"188003";"087";"              1"; 61; 61; 61; 61; S; 1; 1
"188003";"087";"              2"; 19; 19; 19; 19; S; 1; 1
"188003";"088";"Total"; 51; 51; 51; 51; S; 1; 1
"188003";"088";"              1"; 39; 39; 39; 39; S; 1; 1
"188003";"088";"              2"; 12; 12; 12; 12; S; 1; 1
"188003";"089";"Total"; 63; 63; 63; 63; S; 1; 1
"188003";"089";"              1"; 55; 55; 55; 55; S; 1; 1
"188003";"089";"              2"; 8; 8; 8; 8; S; 1; 1
"188003";"90-99";"Total"; 272; 272; 272; 272; M; 1; 1
"188003";"90-99";"              1"; 246; 246; 246; 246; M; 1; 1
"188003";"90-99";"              2"; 26; 26; 26; 26; M; 1; 1
"188003";"090";"Total"; 40; 40; 40; 40; S; 1; 1
"188003";"090";"              1"; 33; 33; 33; 33; S; 1; 1
"188003";"090";"              2"; 7; 7; 7; 7; S; 1; 1
"188003";"091";"Total"; 47; 47; 47; 47; S; 1; 1
"188003";"091";"              1"; 37; 37; 37; 37; M; 1; 1
"188003";"091";"              2"; 10; 10; 10; 10; M; 1; 1
"188003";"092";"Total"; 37; 37; 37; 37; S; 1; 1
"188003";"092";"              1"; 32; 32; 32; 32; S; 1; 1
"188003";"092";"              2"; 5; 5; 5; 5; S; 1; 1
"188003";"093";"Total"; 38; 38; 38; 38; S; 1; 1
"188003";"093";"              1"; 37; 37; 37; 37; M; 1; 1
"188003";"093";"              2"; 1; 1; 1; 1; U; .9; 1
"188003";"094";"Total"; 32; 32; 32; 32; S; 1; 1
"188003";"094";"              1"; 32; 32; 32; 32; S; 1; 1
"188003";"094";"              2"; 0; 0; 0; 0; E; 0; 1
"188003";"095";"Total"; 23; 23; 23; 23; M; 1; 1
"188003";"095";"              1"; 20; 20; 20; 20; M; 1; 1
"188003";"095";"              2"; 3; 3; 3; 3; M; 1; 1
"188003";"096";"Total"; 13; 13; 13; 13; S; 1; 1
"188003";"096";"              1"; 13; 13; 13; 13; S; 1; 1
"188003";"096";"              2"; 0; 0; 0; 0; E; 0; 1
"188003";"097";"Total"; 17; 17; 17; 17; S; 1; 1
"188003";"097";"              1"; 17; 17; 17; 17; S; 1; 1
"188003";"097";"              2"; 0; 0; 0; 0; E; 0; 1
"188003";"098";"Total"; 15; 15; 15; 15; S; 1; 1
"188003";"098";"              1"; 15; 15; 15; 15; S; 1; 1
"188003";"098";"              2"; 0; 0; 0; 0; E; 0; 1
"188003";"099";"Total"; 10; 10; 10; 10; S; 1; 1
"188003";"099";"              1"; 10; 10; 10; 10; S; 1; 1
"188003";"099";"              2"; 0; 0; 0; 0; E; 0; 1
"188003";"100-";"Total"; 24; 24; 24; 24; M; 1; 1
"188003";"100-";"              1"; 23; 23; 23; 23; M; 1; 1
"188003";"100-";"              2"; 1; 1; 1; 1; U; .9; 1
